,cluster,distance,polarity,target_group,target_ppto,target_word,source_image_schema_group,source_word,llm_expl,sentence
2621,139,0.8580221236558787,right,Anti-Immigration Sentiment,thing,money,spatial motion,heap,"The verb 'heap' is used metaphorically to describe the action of accumulating or providing money, which transcends its literal meaning of physically piling up tangible objects. Here, 'heap' conveys the abstract concept of overwhelming or bestowing a large amount of money, rather than describing a physical act of stacking.",'They're left to wither and die on the vine while many institutions (that were created with slave money) heap money and respect at foreign immigrants they consider better than black Americans.'
1962,139,0.8581765890329021,left,Anti-Immigration Sentiment,thing,taxes,spatial motion,go,"The verb 'go' is used metaphorically to indicate the function or purpose of taxes rather than a physical movement. The phrase 'taxes go to pay for' assigns a role to taxes as a resource being directed toward a specific purpose, which transcends the literal meaning of 'go' as physical movement.","'1) Having my taxes go to pay for the throngs of illegal aliens (many criminals) sucking on govt benefits, taking jobs away from Americans and giving birth to anchor babies.'"
1564,139,0.8587434221667763,left,Anti-Immigration Sentiment,thing,faces,spatial motion,GTFoutta,"The verb 'GTFoutta' is used metaphorically to convey the speaker's intense frustration and demand for the target noun 'faces' (people) to be removed from their presence. It does not describe a literal physical action of moving away from faces but instead represents an emotional outburst, personifying the target noun as something to be 'expelled' figuratively.","'YOU FIX the IMMIGRATION LAWS, the WALL, NO to anchor, no to bringing the rest of their dam families here, no to SANCTUARY cities, and NO TO ANY MORE ILLEGALS and their 'kids' (NOT EVEN THEIR KIDS)  GTFoutta our faces!'"
2932,139,0.8603968475161579,left,Anti-Immigration Sentiment,thing,way,spatial motion,comes,The verb 'comes' is used metaphorically to indicate the emergence of an idea or thought about the target noun 'way'. The phrase 'comes to mind' is a common metaphor where the verb 'comes' does not describe a physical action but rather the conceptual process of an idea arising in the mind.,'What a way to get new voter disgraceful comes to mind'
2840,139,0.8614015222784005,right,Anti-Immigration Sentiment,thing,crime,spatial motion,bringing,"The verb 'bringing' is used metaphorically to attribute the abstract concept of 'crime' to the target noun 'Ellis Island immigrants.' It does not describe a physical action of transporting crime (which is non-tangible) but instead implies a causal or associative relationship, suggesting the immigrants are being personified as sources of crime, transcending the literal meaning of the verb.","'I'm not so sure, because at that time people were screaming that the Ellis Island immigrants were dirty and diseased and bringing crime and taking our jobs and would ruin our ""civilization.""'"
3103,139,0.8652195008129547,left,Anti-Immigration Sentiment,thing,deluge,spatial motion,slow,"The verb 'slow' is used metaphorically to describe reducing the rate of a metaphorical 'deluge' (representing a large influx of people). The verb does not refer to a physical action on the noun 'deluge' (which is itself a metaphorical term for a massive flow of people), instead it applies to an abstract concept, transcending its literal meaning of decelerating physical motion.","'If tghey know they cannot come here illegally they will stop, well certainly slow down the deluge.'"
1923,139,0.8670503032645086,right,Anti-Immigration Sentiment,thing,thread,spatial motion,Making,"The verb 'making' is used metaphorically to describe the act of creating or forming a topic/narrative ('thread') around crimes, rather than referring to the physical action of producing a tangible thread. It transcends its literal meaning to imply conceptual construction.",'Making a thread about crimes committed by (a tiny fraction) of undocumented immigrants.'
2780,139,0.8694012291632722,left,Anti-Immigration Sentiment,thing,paydirt,spatial motion,hit,"The verb 'hit' is used metaphorically to describe achieving a significant success ('paydirt'), extending beyond its literal physical action. The phrase 'hit paydirt' is an idiom where 'hit' signifies attaining a valuable outcome, not a literal strike.",'What’s “broken” about our immigration system is people are encouraged to come here illegally and think they hit paydirt.'
2534,139,0.8695037790670118,left,Anti-Immigration Sentiment,thing,hundreds,spatial motion,jumped,"The verb 'jumped' is used metaphorically to describe the rapid or dramatic crossing of Spain’s border by the migrants. While 'jumped' literally refers to a physical action of leaping, in this context, it metaphorically conveys the suddenness or intensity of the migrants' movement across the border, transcending its literal meaning to emphasize the abruptness of their action.","'So hundreds of migrants jumped Spain’s border, attacked &amp; injured 22 police &amp; 600 of them gained entry.'"
1732,139,0.8715440621566253,right,Anti-Immigration Sentiment,thing,that,spatial motion,creeps,"The verb 'creeps' is used metaphorically to personify the abstract concept of 'that' (inhumanity and insanity), implying it slowly infiltrates or spreads. The source verb 'creeps' (originally describing physical movement) is applied to an abstract noun, transcending its literal meaning to convey a metaphorical process of insidious influence.","'Here you have it, the inhumanity (and insanity) that creeps in when you believe in racial hierarchies'"
