,met_id,cluster,doc_id,source_word,target_word,llm_expl,sentence,distance
1089237206353403906_1_4_7,1089237206353403906_1_4_7,184,1089237206353403906,take,people,We are being forced to accept people without proper checks or accountability. There is an expectation for us to accept these people without questioning their status. It is unethical to accept people without verifying their legitimacy or intentions. We should scrutinize and question the acceptance of these people before taking them in.,"'We are expected to take all these people, no questions asked?'",0.7908221
1072324697633763328_1_7_9,1072324697633763328_1_7_9,184,1072324697633763328,repeat,NYers,Working New Yorkers are being undervalued as essential to the state's survival. The current treatment of working New Yorkers fails to recognize their critical role as lifeblood. It is unethical to disregard working New Yorkers as vital to the state's well-being. Working New Yorkers should be treated as lifeblood through tax relief and fair policies.,"'How about you treat working, I repeat WORKING NYers like the life blood we are to this state and advocate tax relief for us?'",0.81067985
982008383048962048_1_30_33,982008383048962048_1_30_33,185,982008383048962048,following,wealth,"Colonized peoples are reclaiming stolen wealth, tracking its movement back to Europe. Historical exploitation of colonized lands and resources enabled the accumulation of stolen wealth. It is immoral that colonizers took resources and now benefit from wealth that was unjustly stolen. Colonizers should return or compensate for the stolen wealth and address historical injustices.","'They spent 100s of years taking land and natural resources from them, shipping it all back home...and now they want to complain b/c folks they colonized are following their stolen wealth back to Europe?'",0.4516393
982008383048962048_1_32_33,982008383048962048_1_32_33,185,982008383048962048,stolen,wealth,The colonized people's wealth was unjustly taken and is now being reclaimed. The original acquisition of wealth was based on theft and exploitation. It is immoral that wealth was stolen from colonized peoples through violence and deceit. The stolen wealth should be returned or compensated to the colonized peoples.,"'They spent 100s of years taking land and natural resources from them, shipping it all back home...and now they want to complain b/c folks they colonized are following their stolen wealth back to Europe?'",0.48081228
982008383048962048_1_5_6,982008383048962048_1_5_6,185,982008383048962048,taking,land,Colonizers have violently seized land and resources from indigenous peoples. Colonizers systematically exploited and displaced indigenous communities to extract resources. It is unjust and exploitative for colonizers to strip resources from oppressed peoples. Colonizers should return stolen resources and compensate those whose wealth was taken.,"'They spent 100s of years taking land and natural resources from them, shipping it all back home...and now they want to complain b/c folks they colonized are following their stolen wealth back to Europe?'",0.48772737
982008383048962048_1_30_26,982008383048962048_1_30_26,185,982008383048962048,following,folks,Colonized peoples are reclaiming stolen wealth by following it back to Europe. The historical theft of resources by colonizers has enabled the current movement of wealth. It is unjust that colonizers benefit from stolen wealth while being pursued for its return. Colonizers should stop the flow of stolen wealth and address historical injustices.,"'They spent 100s of years taking land and natural resources from them, shipping it all back home...and now they want to complain b/c folks they colonized are following their stolen wealth back to Europe?'",0.52874815
982774753235750912_1_2_3,982774753235750912_1_2_3,185,982774753235750912,bought,Africans,"Settlers treated Africans as property, dehumanizing them for labor. Settlers 'bought' Africans to exploit them as disposable labor. It is morally wrong to treat human beings as property for economic gain. Settlers should stop treating Africans as property and recognize their inherent humanity.",'Settlers who bought Africans for free labor until they were forced to stop treating them like property?',0.5432072
982774753235750912_1_13_14,982774753235750912_1_13_14,185,982774753235750912,treating,them,"Africans are being treated as possessions rather than people. Settlers commodified humans for labor, reducing them to property. It is immoral to treat human beings as property for exploitation. Settlers should stop treating Africans as property and recognize their humanity.",'Settlers who bought Africans for free labor until they were forced to stop treating them like property?',0.55889755
982774753235750912_1_10_8,982774753235750912_1_10_8,185,982774753235750912,forced,they,"The settlers were treating Africans as property, an unethical system. Societal changes or moral awakening forced the settlers to stop treating Africans as property. It is unethical to treat humans as property. The settlers should stop treating Africans as property and recognize their humanity.",'Settlers who bought Africans for free labor until they were forced to stop treating them like property?',0.5761756
982008383048962048_1_1_0,982008383048962048_1_1_0,185,982008383048962048,spent,They,Colonizers have excessively used and depleted the resources of the colonized over time. The colonizers have maintained prolonged control over the resources of the colonized for centuries. It is unethical for colonizers to have exploited the resources of the colonized for so long. Colonizers should return the stolen resources or compensate for the historical exploitation.,"'They spent 100s of years taking land and natural resources from them, shipping it all back home...and now they want to complain b/c folks they colonized are following their stolen wealth back to Europe?'",0.584458
