,cluster,target_group,source_image_schema_group,source_word,target_word,llm_expl,tweet
1157028152272666624_0_8_10,106,Border Control and Security,other,want,Borders,"The verb 'want' is used metaphorically to express the Democrats' desire for open borders, which transcends a literal physical action. 'Want' here attributes an intention or mental state to the target noun 'Borders,' implying a conceptual or political stance rather than a direct physical interaction with borders.",'The Reason to vote #Trump2020 #Democrats want Open Borders and force Americans to pay for Illegal Aliens Health Care and lawyers we are $22 Trillion in Debt cheaper to #BuildTheWall and #DeportThemAll  Put #AmericansFirst #WalkAway #BLEXIT  #BlackTwitter'
1001226237690425345_0_5_4,106,Countries of Origin,other,wants,country,"The verb 'wants' is used metaphorically to personify the non-human entity 'country,' attributing a human capacity for desire. This transcends the literal physical action of wanting, as a country cannot literally desire anything, and the verb serves to represent an abstract conceptualization of the country's (or its people's) collective will or interest.",'Do you think this country wants these illegals there'
1152880431899062272_0_1_0,106,Democratic Party,other,want,DEMORATS,"The verb 'want' is used metaphorically to describe the political strategy of DEMORATS, transcending its literal meaning of physical desire. It conveys an intentional, abstract desire for a specific group (ILLEGALS) to achieve a goal (votes), rather than describing a tangible action.",'DEMORATS want ILLEGALS for votes!!'
1150459902424338432_0_5_7,106,Economic Impact,other,wanted,labor,"The verb 'wanted' is used metaphorically to personify 'labor' as an object that can be desired and owned. In its literal sense, 'wanted' refers to a physical desire for something, but here it transcends this meaning by implying that 'labor' (human beings) is treated as a resource to be exploited, rather than describing a direct physical action toward labor.","'In the past, Democrats wanted FREE labor, so they owned slaves.'"
1110968722527674373_0_23_22,106,Immigrants: General population,other,WANTS,US,"The verb 'WANTS' is used metaphorically to personify the abstract entity 'US' (a country), attributing it a human-like desire or intention. This transcends the literal physical action of wanting, instead implying a metaphorical 'desire' to steal, which is not a direct physical action but a conceptualized intention.","'Melania is not ""just"" a legal immigrant, she came in on the high level H visa for those the US WANTS to steal from other countries....:)'"
1082682282220154886_2_3_2,106,Other,other,wants,party,"The verb 'wants' is used metaphorically to attribute a human desire (to fix or argue) to the non-human target noun 'party' (a political entity). This personification transcends the literal physical action of wanting, instead assigning an intention or agency to the party, which is not a physical action but a conceptual metaphor.","'But neither party wants to fix anything, just argue over everything idea or measure'"
1075447278964486145_3_1_0,106,Other,other,want,I,"The verb 'want' is used metaphorically here to characterize the target noun 'I'. Instead of describing a physical action, 'want' is employed to convey an internal emotional or mental state (a strong desire to be kidding), which transcends its literal meaning of expressing a tangible desire. This usage personifies 'I' by attributing a volitional action (wanting) to it, thereby metaphorically representing the speaker's emotional state.",'I want to be kidding so bad by I'm not.'
1210986604447371265_0_39_40,106,Undocumented Immigrants,other,want,them,"The verb 'want' is used metaphorically to express a desire for the target noun 'them' to be removed from the People’s House. It does not describe a physical action but instead conveys an abstract intention or wish, transcending its literal meaning of desiring an object.","'He got her a fake Einstein Visa, US Citizenship, Citizenship for her entire extended chain migration family AND the  title of FLOTUS #IDontCareDoYou if she did or did not get a present from him— just want them both with all their grifting family members out of the People’s House'"
1025065366433800193_0_11_13,106,Undocumented Immigrants,other,wanting,aliens,"The verb 'wanting' is used metaphorically to attribute a human desire (a mental state) to the target noun 'aliens', which are non-human entities. This personification of aliens as having desires transcends their physical actions, representing a metaphorical extension of the verb beyond its literal meaning.","'Yes will demo rats voting in place of dead people and wanting illegal aliens to be able to vote, and saying it's too big of a hardship to show your damn driver's license, I would say you guys are rigging the election'"
1001226237690425345_0_5_7,106,Undocumented Immigrants,other,wants,illegals,"The verb 'wants' is used metaphorically to personify the country as having desires or intentions toward 'illegals,' which transcends its literal meaning of a physical action. The metaphorical aspect lies in attributing a human-like desire to an abstract entity (the country), rather than describing a tangible action.",'Do you think this country wants these illegals there'
